CHANGE_DATE,CHART,CLASS_CODE,CLASS_NAME,ENTP_NAME,ETC_OTC_NAME,FORM_NAME,INGR_CODE,INGR_ENG_NAME,INGR_ENG_NAME_FULL,INGR_NAME,ITEM_NAME,ITEM_PERMIT_DATE,ITEM_SEQ,MAIN_INGR,MIX_INGR,MIX_TYPE,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,TYPE_NAME
20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,(주)서흥,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세바정100밀리그램(아세클로페낙),20190618,201904237,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 장방형 서방성 필름코팅정,01140,해열.진통.소염제,(주)한국파마,전문의약품,서방성필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,파마아세클로페낙CR정(아세클로페낙),20190620,201904284,[M040359]아세클로페낙/[M040359]아세클로페낙,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,20210715,,,노인주의
20191114,밝은 노란색의 원형 필름코팅정,02590,기타의 비뇨생식기관 및 항문용약,한올바이오파마(주),전문의약품,필름코팅정,D000730,Solifenacin succinate,Solifenacin succinate(솔리페나신숙신산염),솔리페나신숙신산염,베시가드정5밀리그램(솔리페나신숙신산염),20190708,201904620,[M259862]솔리페나신숙신산염,[M259862]솔리페나신숙신산염,단일,20200924,,,노인주의
20191114,연한 분홍색의 원형 필름코팅정,02590,기타의 비뇨생식기관 및 항문용약,한올바이오파마(주),전문의약품,필름코팅정,D000730,Solifenacin succinate,Solifenacin succinate(솔리페나신숙신산염),솔리페나신숙신산염,베시가드정10밀리그램(솔리페나신숙신산염),20190708,201904621,[M259862]솔리페나신숙신산염,[M259862]솔리페나신숙신산염,단일,20200924,,,노인주의
20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,(주)한풍제약,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세네정(아세클로페낙),20190711,201904672,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,(주)셀비온,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,신텍클로페낙정100밀리그램(아세클로페낙),20190801,201905471,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 장방형 서방성 필름코팅정,01140,해열.진통.소염제,대우제약(주),전문의약품,서방성필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이펜CR서방정(아세클로페낙),20190826,201906060,[M040359]아세클로페낙/[M040359]아세클로페낙,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 장방형 서방성 필름코팅정,01140,해열.진통.소염제,엔비케이제약(주),전문의약품,서방성필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아클페낙CR서방정(아세클로페낙),20190828,201906109,[M040359]아세클로페낙/[M040359]아세클로페낙,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 장방형 서방성 필름코팅정,01140,해열.진통.소염제,화일약품(주),전문의약품,서방성필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에클로펜CR서방정(아세클로페낙),20190829,201906178,[M040359]아세클로페낙/[M040359]아세클로페낙,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 원형 필름코팅제,01140,해열.진통.소염제,(주)아리제약,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,세로탈정100밀리그램(아세클로페낙),20191004,201907074,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
