BIZRNO,CHANGE_DATE,CHART,CLASS_CODE,CLASS_NAME,DUR_SEQ,EFFECT_NAME,ENTP_NAME,ETC_OTC_CODE,ETC_OTC_NAME,FORM_CODE,FORM_CODE_NAME,FORM_NAME,INGR_CODE,INGR_ENG_NAME,INGR_ENG_NAME_FULL,INGR_NAME,ITEM_NAME,ITEM_PERMIT_DATE,ITEM_SEQ,MAIN_INGR,MIX,MIX_INGR,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,SERS_NAME,TYPE_NAME
1248135615,20240522,흰색의 원형 필름 코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,명문제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아로탈정(아세클로페낙)(수출명:아로세탈정(Arocetaltablet)),19980611,199803120,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1348103819,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,신풍제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아클론정(아세클로페낙),19990427,199900033,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248135518,20240522,"백색의 가루가 들어있는 상단 암청색, 하단 담황색의 경질캡슐제
",01140,해열.진통.소염제,2463,해열진통소염제,경동제약(주),02,전문의약품,020101,"경질캡슐제, 산제","경질캡슐제, 산제",D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이서캡슐(아세클로페낙),19990417,199902271,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248700613,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,한미약품(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아섹정100밀리그램(아세클로페낙),19990816,199902730,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1348115033,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,알리코제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아페낙정(아세클로페낙),20000401,200001168,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248533615,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)동구바이오제약,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에어페낙정(아세클로페낙),20010716,200101246,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1108100102,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,동화약품(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세크론정(아세클로페낙),20021218,200200641,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3078105244,20240522,CLS가 인쇄된 점조한 내용물이 든 적색의 타원형 연질캡슐제,01140,해열.진통.소염제,2463,해열진통소염제,한국유나이티드제약(주),02,전문의약품,020201,"연질캡슐제, 액상","연질캡슐제, 액상",D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,클란자에스연질캡슐(아세클로페낙)(수출명:SpeenacSoftCaps.),20020529,200201436,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3018508241,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,동국제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세탈정(아세클로페낙),20021113,200203727,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3128560679,20251126,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,(주)종근당,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,세클로낙정(아세클로페낙),20030526,200300102,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3018505394,20250617,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,이연제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아크로정(아세클로페낙),20030619,200300132,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3068105479,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,한올바이오파마(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세로정(아세클로페낙),20031229,200300307,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
6038107005,20241121,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)바이넥스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,뉴마탈정(아세클로페낙),20030619,200300458,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
6038109769,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,대우제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이펜정(아세클로페낙),20030403,200300497,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1328101004,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)일화,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세클란정(아세클로페낙),20031229,200300603,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2188100518,20240522,"흰색의 원형 코팅정제
",01140,해열.진통.소염제,2463,해열진통소염제,(주)에이프로젠바이오로직스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세낙정(아세클로페낙),20031229,200300687,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248104295,20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,삼천당제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세클정(아세클로페낙),20030712,200300763,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
7338802047,20240522,흰색의 원형 코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)제뉴파마,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,애니락정(아세클로페낙),20031208,200300854,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2148110673,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,진양제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아엔탈정(아세클로페낙),20030428,200301031,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1128132084,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,(주)셀릭스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세젠정(아세클로페낙),20030421,200301348,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3038111410,20240522,백색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,한국넬슨제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에어팩정(아세클로페낙),20031229,200301624,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248136540,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,(주)팜젠사이언스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아스로펜정(아세클로페낙),20031229,200301663,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1138108888,20240522,"흰색의 원형 필름코팅정







",01140,해열.진통.소염제,2463,해열진통소염제,광동제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에어낙정(아세클로페낙),20030421,200301922,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1348171976,20240522,백색의 원형 필름코팅 정제 ,01140,해열.진통.소염제,2463,해열진통소염제,(주)씨엠지제약,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아포낙정(아세클로페낙),20031229,200301990,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1398102509,20240522,흰색 원형의 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,영풍제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,크로탈정(아세클로페낙),20031024,200302009,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1258101840,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)하원제약,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세크로정(아세클로페낙),20030619,200302053,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
8638700270,20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)휴온스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,세크로정(아세클로페낙)(수출명:HUONSACENACTab.),20030428,200302141,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2158121950,20240522,백색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,알보젠코리아(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에어펜정(아세클로페낙),20030526,200302215,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1358102638,20240522,코팅된 흰색의 정제,01140,해열.진통.소염제,2463,해열진통소염제,한림제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,베오페낙정(아세클로페낙),20030526,200302313,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3128109048,20240522,백색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,유니메드제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,유니세탈정(아세클로페낙),20030428,200302452,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
4028524506,20250818,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,한국프라임제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아가펜정(아세클로페낙),20030925,200302642,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2428500620,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,제일약품(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이펙스정(아세클로페낙),20030915,200303337,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1208165228,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,(주)메디카코리아,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,페노클정(아세클로페낙),20030925,200308585,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248115899,20240522,흰색의 원형 코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)한국파마,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아나클정(아세클로페낙)(수출명:파나정정),20030919,200308845,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2078100726,20250103,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,삼성제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세크로나정(아세클로페낙),20041008,200400225,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2838501407,20240522,백색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)한국파비스제약,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아페민정(아세클로페낙),20040930,200401008,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248134163,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,태극제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,태극아세클로페낙정,20040503,200401110,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
6078121765,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,한국유니온제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이텍정(아세클로페낙),20040608,200401683,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2088125623,20250120,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,에이치엘비제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세클낙정(아세클로페낙),20040924,200401926,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248117301,20250624,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,오스틴제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세탑정(아세클로페낙),20040212,200402064,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248136268,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,구주제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세론정(아세클로페낙),20040212,200402557,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
8468100915,20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,에스케이케미칼(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아크로신정(아세클로페낙),20040823,200402610,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1258522182,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,위더스제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,위더스페낙정(아세클로페낙),20040218,200402839,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1248150810,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,케이엠에스제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세클라정(아세클로페낙),20040529,200403271,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1228113217,20240522,흰색의 원형필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,삼익제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,세클펜정(아세클로페낙)(수출명:CECLOFEN Tab.),20041026,200403465,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2058140116,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,한국코러스(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아낙정(아세클로페낙),20040529,200403775,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2298110729,20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,대한뉴팜(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세파인정(아세클로페낙),20040630,200403849,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3018125427,20240522,흰색의 원형 필림코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)넥스팜코리아,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아스낙정(아세클로페낙),20040511,200404216,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1098148940,20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,성원애드콕제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세날정(아세클로페낙),20041007,200404606,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
6218542600,20240522,흰색의 원형 코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,주식회사제뉴원사이언스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,카나펜정(아세클로페낙),20040218,200404711,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1348545665,20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)테라젠이텍스,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아클펜정(아세클로페낙),20040218,200410951,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3038113742,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,신일제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이낙정(아세클로페낙),20040914,200410954,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1348627965,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,(주)한국피엠지제약,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세민정(아세클로페낙),20040804,200411098,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3128629302,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,(주)마더스제약,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아페락정(아세클로페낙),20050530,200500652,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2098126571,20260120,흰색의 원형필름코팅정제,01140,해열.진통.소염제,2463,해열진통소염제,(주)킵스바이오파마,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아스로정(아세클로페낙),20050125,200503719,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3048122322,20250512,흰색의 원형 필름코팅 정제 ,01140,해열.진통.소염제,2463,해열진통소염제,일양바이오팜(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,일양바이오아세클로페낙정,20051230,200503788,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3498801372,20240522,"흰색의 원형 코팅 정제
",01140,해열.진통.소염제,2463,해열진통소염제,주식회사 노바엠헬스케어,02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세크정(아세클로페낙),20060105,200600818,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
2158136171,20240522,흰색의 원형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,환인제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아펜탁정(아세클로페낙),20080225,200802182,[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
3078105244,20240522,흰색의 장방형 서방성 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,한국유나이티드제약(주),02,전문의약품,010502,서방성필름코팅정,서방성필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,클란자CR정(아세클로페낙),20100414,201002745,[M040359]아세클로페낙/[M040359]아세클로페낙/[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1188104188,20240522,흰색의 양면이 볼록한 장방형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,안국약품(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세페낙CR정(아세클로페낙),20120904,201206685,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
1358102638,20240522,흰색의 양면이 볼록한 장방형 필름코팅정,01140,해열.진통.소염제,2463,해열진통소염제,한림제약(주),02,전문의약품,010201,필름코팅정,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,베오페낙CR정(아세클로페낙),20120924,201206908,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,,20120831,,,비스테로이드성 소염제,효능군중복
